document_id,title,abstract,chemical_mesh_ids,disease_mesh_ids,relation_count,chemical_mentions_count,disease_mentions_count
17615423,"Severe rhabdomyolysis and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.","OBJECTIVE: To report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in rhabdomyolysis and acute renal failure. BACKGROUND: A 72-year-old white man with underlying human immunodeficiency virus, atrial fibrillation, coronary artery disease, and hyperlipidemia presented with generalized pain, fatigue, and dark orange urine for 3 days. The patient was taking 80 mg simvastatin at bedtime (initiated 27 days earlier); amiodarone at a dose of 400 mg daily for 7 ...",D003404|D001806|D008148|C413408|C422923|C065179|D000638|D017035|D019821|D003401|D001224|C065180|D000409,D001281|D010146|D058186|D012206|D003324|D005221|D015658|D006949,6,30,12
8558192,Phase II trial of vinorelbine in metastatic squamous cell esophageal carcinoma. European Organization for Research and Treatment of Cancer Gastrointestinal Treat Cancer Cooperative Group.,PURPOSE: To evaluate the response rate and toxic effects of vinorelbine (VNB) administered as a single agent in metastatic squamous cell esophageal carcinoma. PATIENTS AND METHODS: Forty-six eligible patients with measurable lesions were included and were stratified according to previous chemotherapy. Thirty patients without prior chemotherapy and 16 pretreated with cisplatin-based chemotherapy were assessable for toxicity and response. VNB was administered weekly as a 25-mg/m2 short intravenous...,D002945|C030852,D003643|D010523|D000380|D007239|D009369|D064420|C562729,2,8,12
11135224,"Paclitaxel, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic nonsmall cell lung carcinoma.","BACKGROUND: Cisplatin-based chemotherapy combinations improve quality of life and survival in advanced nonsmall cell lung carcinoma (NSCLC). The emergence of new active drugs might translate into more effective regimens for the treatment of this disease. METHODS: The objective of this study was to determine the feasibility, response rate, and toxicity of a paclitaxel, cisplatin, and gemcitabine combination to treat metastatic NSCLC. Thirty-five consecutive chemotherapy-naive patients with Stage ...",C056507|D002945|D017239,D002289|D013921|D009503|D064420|D003643,6,17,13
8590259,Evaluation of adverse reactions of aponidine hydrochloride ophthalmic solution.,"We prospectively evaluated the adverse reactions of apraclonidine in 20 normal volunteers by instilling a single drop of 1% apraclonidine in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant f...",C016986,D015814|D007022|D003229|D004774|D003316|D015878,5,5,6
2096243,Carmofur-induced organic mental disorders.,"Organic mental disorder was observed in a 29-year-old female in the prognostic period after the onset of carmofur-induced leukoencephalopathy. Symptoms such as euphoria, emotional lability and puerile attitude noted in the patient were diagnosed as organic personality syndrome according to the criteria defined in the DSM-III-R. It is referred to as a frontal lobe syndrome. Brain CT revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral vent...",C017367,D010554|D019965|D001927|D056784,2,3,8
6209318,International mexiletine and placebo antiarrhythmic coronary trial: I. Report on arrhythmia and other findings. Impact Research Group.,The antiarrhythmic effects of the sustained release form of mexiletine (Mexitil-Perlongets) were evaluated in a double-blind placebo trial in 630 patients with recent documented myocardial infarction. The primary response variable was based on central reading of 24 hour ambulatory electrocardiographic recordings and was defined as the occurrence of 30 or more single premature ventricular complexes in any two consecutive 30 minute blocks or one or more runs of two or more premature ventricular co...,D008801,D001145|D014202|D009203|D003643|D012817,2,7,5
3615541,Regional localization of the antagonism of amphetamine-induced hyperactivity by intracerebral calcitonin injections.,"Calcitonin receptors are found in the brain, and intracerebral infusions of calcitonin can produce behavioral effects. Among these behavioral effects are decreases in food intake and decreases in amphetamine-induced locomotor activity. In previous experiments we found that decreases in food intake were induced by local administration of calcitonin into several hypothalamic sites and into the nucleus accumbens. In the present experiment calcitonin decreased locomotor activity when locally injecte...",D002116|D000661,D006948,1,10,1
8953972,Fatal intracranial bleeding associated with prehospital use of epinephrine.,"We present a case of paramedic misjudgment in the execution of a protocol for the treatment of allergic reaction in a case of pulmonary edema with wheezing. The sudden onset of respiratory distress, rash, and a history of a new medicine led the two paramedics on the scene to administer subcutaneous epinephrine. Subsequently, acute cardiac arrest and fatal subarachnoid hemorrhage occurred. Epinephrine has a proven role in cardiac arrest in prehospital care; however, use by paramedics in patients ...",D004837,D011654|D013345|D012135|D006973|D005076|D006323|D012128|D004342,2,3,11
3782049,A case of massive rhabdomyolysis following molindone administration.,"Rhabdomyolysis is a potentially lethal syndrome that psychiatric patients seem predisposed to develop. The clinical signs and symptoms, typical laboratory features, and complications of rhabdomyolysis are presented. The case of a schizophrenic patient is reported to illustrate massive rhabdomyolysis and subsequent acute renal failure following molindone administration. Physicians who prescribe molindone should be aware of this reaction.",D008972,D012559|D058186|D012206|D001523,2,3,7
9100294,Cardiovascular alterations in rat fetuses exposed to calcium channel blockers.,"Preclinical toxicologic investigation suggested that a new calcium channel blocker, Ro 40-5967, induced cardiovascular alterations in rat fetuses exposed to this agent during organogenesis. The present study was designed to investigate the hypothesis that calcium channel blockers in general induce cardiovascular malformations indicating a pharmacologic class effect. We studied three calcium channel blockers of different structure, nifedipine, diltiazem, and verapamil, along with the new agent. P...",D014700|D009543|D002118|D004110|D020748,D018376,3,14,5
19889778,Differential impact of immune escape mutations G145R and P120T on the replication of lamivudine-resistant hepatitis B virus e antigen-positive and -negative strains.,"Immune escape variants of the hepatitis B virus (HBV) represent an emerging clinical challenge, because they can be associated with vaccine escape, HBV reactivation, and failure of diagnostic tests. Recent data suggest a preferential selection of immune escape mutants in distinct peripheral blood leukocyte compartments of infected individuals. We therefore systematically analyzed the functional impact of the most prevalent immune escape variants, the sG145R and sP120T mutants, on the viral repli...",C053001|D019259|D006514|D006513|D009711|C096918,D006509,2,18,1
15278670,The effects of sevoflurane on lidocaine-induced convulsions.,"The influence of sevoflurane on lidocaine-induced convulsions was studied in cats. The convulsive threshold (mean +/- SD) was 41.4 +/- 6.5 mg. l(-1) with lidocaine infusion (6 mg.kg(-1).min(-1)), increasing significantly to 66.6 +/- 10.9 mg. l(-1) when the end-tidal concentration of sevoflurane was 0.8%. However, the threshold (61.6 +/- 8.7 mg. l(-1)) during 1.6% sevoflurane was not significant from that during 0.8% sevoflurane, indicating a celling effect. There was no significant difference in...",D008012|C009250|D002118|D004737|D001030|D011188,D003866|D064420|D012640,1,22,9
17042910,Anti-oxidant effects of atorvastatin in dexamethasone-induced hypertension in the rat.,"1. Dexamethasone (Dex)-induced hypertension is characterized by endothelial dysfunction associated with nitric oxide (NO) deficiency and increased superoxide (O2-) production. Atorvastatin (Ato) possesses pleiotropic properties that have been reported to improve endothelial function through increased availability of NO and reduced O2- production in various forms of hypertension. In the present study, we investigated whether 50 mg/kg per day, p.o., Ato could prevent endothelial NO synthase (eNOS)...",D000109|D010656|D013481|C065179|D009569|D003907,D006973,1,34,3
